name,category,lat,lon,brand,address,website,phone,district,street,price,popularity,characteristic
Popular,bookstore,1.4361408,103.7862316,,Woodlands Square,https://www.popular.com.sg/,+65 6767 1250,WOODLANDS,Woodlands Square,29.71 - 37.43,1,"#general, #local"
Book Treasure,bookstore,1.3007877,103.8493502,,Selegie Road Parklane Shopping Mall,https://www.facebook.com/booktreasureSG/,,ROCHOR,Selegie Road Parklane Shopping Mall,21.15 - 28.72,3,"#general, #local"
bommoi,bookstore,1.2943519,103.8496298,,Armenian Street,,,MUSEUM,Armenian Street,22.00 - 27.83,4,"#general, #local"
Book Bar,bookstore,1.2780429,103.8432318,,Duxton Road,https://www.bookbar.sg/contact,+65 8398 7871,OUTRAM,Duxton Road,15.50 - 22.12,4,"#general, #local"
Seabreeze Bookshop,bookstore,1.3282709,103.877179,,Tannery Lane,https://www.seabreezebooks.com.sg/en,6569805638,GEYLANG,Tannery Lane,17.07 - 24.05,4,"#general, #local"
Elm Tree Books,bookstore,1.3733984,103.9488176,,Pasir Ris Central,https://elmtreebooks.com/,+65 6592 3591,PASIR RIS,Pasir Ris Central,17.88 - 27.63,2,"#general, #local"
Evernew Book Store,bookstore,1.342277,103.7764845,,Upper Bukit Timah Road,,,BUKIT TIMAH,Upper Bukit Timah Road,18.06 - 23.19,5,"#general, #local"
Salaam Media,bookstore,1.3020163,103.8575281,,Victoria Street,,,ROCHOR,Victoria Street,15.33 - 24.41,2,"#general, #local"
Popular,bookstore,1.4300627,103.8357976,Popular,Northpoint City,https://popular.com.sg/,+65 68522100,YISHUN,Northpoint City,17.15 - 24.89,4,"#general, #local"
Books Without Borders,bookstore,1.2811141,103.8452116,,Erskine Road,https://www.booksbeyondborders.org/,,OUTRAM,Erskine Road,24.82 - 32.21,4,"#general, #local"
Wood in the Books,bookstore,1.2823975,103.8303591,,Yong Siak Street,,,BUKIT MERAH,Yong Siak Street,20.46 - 27.28,5,"#general, #local"
Takashimaya,department_store,1.3025211,103.8353202,,Orchard Road,https://www.takashimaya.com.sg,,ORCHARD,Orchard Road,26.54 - 34.18,5,"#lifestyle, #shopping"
Isetan,department_store,1.3055893,103.8316799,,Orchard Road,,+65 6733 1111,ORCHARD,Orchard Road,11.52 - 19.18,4,"#lifestyle, #shopping"
Metro,department_store,1.3040319,103.8359709,Metro,Orchard Road,https://www.metro.com.sg/,+65 6835 3322,ORCHARD,Orchard Road,12.67 - 19.35,4,"#lifestyle, #shopping"
Tangs,department_store,1.3047546,103.8330692,,Orchard Road,,,ORCHARD,Orchard Road,23.93 - 31.74,2,"#lifestyle, #shopping"
Metro,department_store,1.4362016,103.7854854,Metro,Woodlands Square,https://www.metro.com.sg/,+65 6893 3322,WOODLANDS,Woodlands Square,20.61 - 30.21,4,"#lifestyle, #shopping"
Isetan,department_store,1.3502242,103.8731544,Isetan,Serangoon Central,https://www.isetan.com.sg/,+65 6363 7777,SERANGOON,Serangoon Central,22.12 - 29.93,3,"#lifestyle, #shopping"
Isetan,department_store,1.3524297,103.9451051,,Tampines Central 5,https://www.isetan.com.sg/,+65 67887777,TAMPINES,Tampines Central 5,24.23 - 29.53,1,"#lifestyle, #shopping"
OG People's Park,department_store,1.2851945,103.8431612,,Upper Cross Street,,,OUTRAM,Upper Cross Street,26.07 - 33.06,3,"#lifestyle, #shopping"
OG,department_store,1.3021872,103.8539002,,Albert Street,https://og.com.sg/,,ROCHOR,Albert Street,17.29 - 23.82,5,"#lifestyle, #shopping"
Oxley bizhub 2,department_store,1.3319936,103.8919347,,Ubi Road 1,,,GEYLANG,Ubi Road 1,26.65 - 36.33,4,"#lifestyle, #shopping"
Kian Joo Vegetarian Food Supply Centre 健裕斋料供应商.,department_store,1.3161426,103.8875293,,Geylang East Ave 1,,6568416898,GEYLANG,Geylang East Ave 1,27.11 - 35.18,4,"#lifestyle, #shopping"
Bee Huat Department Store,department_store,1.3332638,103.9145033,,Bedok Reservoir Road,,64481827,BEDOK,Bedok Reservoir Road,10.55 - 20.43,1,"#lifestyle, #shopping"
Lim Aik Seng Departmental Store,department_store,1.3329111,103.9149701,,Bedok Reservoir Road,,,BEDOK,Bedok Reservoir Road,23.66 - 32.22,3,"#lifestyle, #shopping"
Japan Home,department_store,1.2642799,103.8200426,,Maritime Square,https://japanhome.com.sg/,+65 6274 1529,BUKIT MERAH,Maritime Square,21.95 - 31.72,3,"#lifestyle, #shopping"
Don Don Donki Clarke Quay Central,department_store,1.2890537,103.8467263,Don Don Donki,Eu Tong Sen Street,http://www.dondondonki.sg/,+65 6226 2311,SINGAPORE RIVER,Eu Tong Sen Street,26.33 - 31.81,1,"#lifestyle, #shopping"
Marks & Spencer,department_store,1.3015533,103.9051644,Marks & Spencer,Marine Parade Road,,+65 6348 1766,MARINE PARADE,Marine Parade Road,15.13 - 20.83,4,"#lifestyle, #shopping"
Marks & Spencer,department_store,1.303487,103.83587,Marks & Spencer,Paragon,https://www.marksandspencer.com/sg/,+65 67329732,ORCHARD,Paragon,27.50 - 34.77,1,"#lifestyle, #shopping"
Marks & Spencer,department_store,1.3047328,103.8306664,Marks & Spencer,Orchard Road,,,ORCHARD,Orchard Road,13.79 - 21.83,1,"#lifestyle, #shopping"
Muji,department_store,1.3001996,103.8559688,Muji,Victoria Street,https://www.muji.com/sg,63367885,DOWNTOWN CORE,Victoria Street,15.64 - 25.63,4,"#lifestyle, #shopping"
Harvey Norman,department_store,1.3013709,103.8397347,Harvey Norman,Orchard Road,,,ORCHARD,Orchard Road,16.74 - 24.34,4,"#lifestyle, #shopping"
Muji,department_store,1.3033929,103.8356361,Muji,Orchard Road,https://www.muji.com/sg/,+65 6735 0123,ORCHARD,Orchard Road,21.34 - 30.35,5,"#lifestyle, #shopping"
Muji,department_store,1.3009232,103.8383746,Muji,Orchard Road,https://www.muji.com/sg/,+65 6634 5053,ORCHARD,Orchard Road,25.52 - 33.27,1,"#lifestyle, #shopping"
Muji,department_store,1.3540529,103.9450256,Muji,Tampines 1,https://www.muji.com/sg/,+65 6509 9733,TAMPINES,Tampines 1,25.03 - 33.71,4,"#lifestyle, #shopping"
Harvey Norman,department_store,1.3498125,103.7493112,Harvey Norman,Bukit Batok Central Link,https://www.harveynorman.com.sg/,1800-3119 989,BUKIT BATOK,Bukit Batok Central Link,11.15 - 16.80,5,"#lifestyle, #shopping"
Da You (Chinatown) Departmental Store Pte Ltd 大有超級百貨（私人）有限公司,department_store,1.2829501,103.8426765,,Smith Street New Bridge Centre,,+65 62203256,OUTRAM,Smith Street New Bridge Centre,22.51 - 28.12,5,"#lifestyle, #shopping"
Marks & Spencer,department_store,1.3174895,103.8926132,,PLQ Mall,,,GEYLANG,PLQ Mall,11.90 - 20.02,3,"#lifestyle, #shopping"
Tiong Bahru Bakery,cafe,1.3013209,103.8400063,Tiong Bahru Bakery,The Centrepoint,https://www.tiongbahrubakery.com/,+65 68774896,ORCHARD,The Centrepoint,20.94 - 29.46,3,"#chill, #date-night, #dining, #social, #work-friendly"
PS cafe,cafe,1.3047042,103.8110709,,Harding Road,,,TANGLIN,Harding Road,28.50 - 34.56,2,"#chill, #dining"
PS Cafe,cafe,1.3068516,103.8298378,,Orchard Road,http://www.pscafe.sg/,,ORCHARD,Orchard Road,26.46 - 36.21,3,"#chill, #dining, #family, #social, #work-friendly"
Coffee Shop - Chicken Rice,cafe,1.348953,103.93298,,Street 81,,,TAMPINES,Street 81,18.29 - 25.07,5,"#chill, #dining, #pet-friendly, #work-friendly"
Mixue,cafe,1.3003144,103.8552471,Mixue,Victoria Street,,,ROCHOR,Victoria Street,24.93 - 33.91,5,"#chill, #dining, #family, #work-friendly"
Grill & Pasta,cafe,1.3722892,103.8290509,,Jalan Leban,,6590109214,ANG MO KIO,Jalan Leban,23.00 - 29.12,5,"#chill, #dining, #pet-friendly, #social"
Starbucks,cafe,1.4479064,103.8194535,Starbucks,"Sun Plaza, 30 Sembawang Drive,",https://www.starbucks.com/,+65 6910 1307,SEMBAWANG,Sun Plaza,17.91 - 24.90,2,"#bonding, #chill, #dining, #family, #pet-friendly, #work-friendly"
Starbucks,cafe,1.3388938,103.705622,Starbucks,Jurong West Central 3 #03-52/52A Jurong Point,,,JURONG WEST,Jurong West Central 3 #03-52/52A Jurong Point,18.61 - 23.67,4,"#bonding, #chill, #dining, #work-friendly"
Starbucks,cafe,1.3064544,103.8324156,Starbucks,Scotts Road,https://www.starbucks.com.sg/,+65 6736 4315,ORCHARD,Scotts Road,14.20 - 20.16,4,"#chill, #dining, #work-friendly"
Coastal Rhythm,cafe,1.3056033,103.9317231,,East Coast Parkway,http://www.facebook.com/CoastalRhythm,+65 66363705,BEDOK,East Coast Parkway,19.22 - 29.07,4,"#chill, #date-night, #dining, #family, #social, #work-friendly"
Starbucks,cafe,1.3055489,103.7728511,Starbucks,College Avenue West,,+65 6659 6081,QUEENSTOWN,College Avenue West,14.92 - 21.24,4,"#chill, #dining, #work-friendly"
Starbucks,cafe,1.3019206,103.849799,Starbucks,Wilkie Road,,,ROCHOR,Wilkie Road,25.16 - 32.06,4,"#chill, #date-night, #dining, #family, #social, #work-friendly"
The Coffee Bean & Tea Leaf,cafe,1.3875539,103.8692488,The Coffee Bean & Tea Leaf,"Seletar Rd, Greenwich V",,,SERANGOON,Seletar Rd,18.43 - 27.56,1,"#bonding, #chill, #dining, #social, #work-friendly"
Toast Box,cafe,1.3875441,103.8691857,,"1 Seletar Rd, Greenwich V",,,SERANGOON,1 Seletar Rd,12.66 - 20.66,4,"#chill, #date-night, #dining, #family, #social, #work-friendly"
The Coffee Bean & Tea Leaf,cafe,1.3308411,103.7957118,The Coffee Bean & Tea Leaf,"1 Fifth Avenue, Guthrie House",https://www.coffeebean.com.sg/,,BUKIT TIMAH,1 Fifth Avenue,14.25 - 22.59,5,"#chill, #dining, #work-friendly"
Starbucks,cafe,1.3095202,103.7769601,Starbucks,"Dover Road, Food Court 5,",,,QUEENSTOWN,Dover Road,24.58 - 31.50,2,"#chill, #dining, #family"
Nanyang Old Coffee,cafe,1.2818086,103.8448952,,South Bridge Road,https://nanyangoldcoffee.com/,+65 6100 3450,OUTRAM,South Bridge Road,23.63 - 32.10,4,"#chill, #date-night, #dining, #work-friendly"
s(he)brews café,cafe,1.2992209,103.801392,,Commonwealth Avenue,,,QUEENSTOWN,Commonwealth Avenue,21.25 - 26.62,2,"#chill, #date-night, #dining, #social, #work-friendly"
Toby's Estate,cafe,1.2899337,103.8374006,Toby's Estate,Rodyk Street,https://www.tobysestate.com.sg/,6566367629,SINGAPORE RIVER,Rodyk Street,23.11 - 31.31,1,"#bonding, #chill, #dining, #work-friendly"
The Coffee Bean & Tea Leaf,cafe,1.3064522,103.828494,The Coffee Bean & Tea Leaf,"Orchard Road, #01-45/46, Forum The Shopping Mall",https://www.coffeebean.com.sg/,,ORCHARD,Orchard Road,14.64 - 23.54,4,"#bonding, #chill, #dining, #pet-friendly, #social, #work-friendly"
Earlybird,cafe,1.3028912,103.8581886,,Jalan Pinang,,6298 2420,ROCHOR,Jalan Pinang,15.94 - 23.08,1,"#bonding, #chill, #dining, #family, #pet-friendly, #social"
Cafe O,cafe,1.2998702,103.8548425,,Victoria Street,,,ROCHOR,Victoria Street,27.08 - 37.07,4,"#chill, #date-night, #dining, #family, #social"
Starbucks,cafe,1.4352133,103.7868133,Starbucks,South Woodlands Drive,,,WOODLANDS,South Woodlands Drive,29.34 - 36.63,3,"#chill, #dining, #family, #pet-friendly, #work-friendly"
Starbucks,cafe,1.4368039,103.7866249,Starbucks,"Woodlands Avenue 2, #01-7/8/15",,,WOODLANDS,Woodlands Avenue 2,12.26 - 19.84,4,"#chill, #dining, #family, #work-friendly"
Flock Café,cafe,1.2835291,103.8302138,,Moh Guan Terrace,,,BUKIT MERAH,Moh Guan Terrace,21.99 - 30.89,2,"#bonding, #chill, #dining, #family, #pet-friendly, #social, #work-friendly"
NTUC Foodfare,cafe,1.3096712,103.7685046,,Clementi Avenue 1,,,CLEMENTI,Clementi Avenue 1,22.96 - 32.04,3,"#bonding, #chill, #dining, #work-friendly"
Starbucks,cafe,1.2775874,103.8472839,Starbucks,Robinson Road,,,DOWNTOWN CORE,Robinson Road,17.82 - 26.50,3,"#chill, #dining"
The Coffee Bean & Tea Leaf,cafe,1.2944378,103.7839807,The Coffee Bean & Tea Leaf,"Lower Kent Ridge Road, National University Hospital",,,QUEENSTOWN,Lower Kent Ridge Road,12.37 - 20.63,2,"#bonding, #chill, #dining, #work-friendly"
Coffee Shop,cafe,1.2833675,103.8156713,,Bukit Merah Central,,,BUKIT MERAH,Bukit Merah Central,11.46 - 21.09,3,"#bonding, #chill, #dining, #family, #social"
Starbucks,cafe,1.256334,103.820019,Starbucks,"Sentosa Gateway, Universal Studios Singapore",,+65 6910 1223,SOUTHERN ISLANDS,Sentosa Gateway,18.53 - 26.10,5,"#bonding, #chill, #dining, #family, #social, #work-friendly"
Starbucks,cafe,1.3129222,103.9254991,Starbucks,Jalan Jamal,,,BEDOK,Jalan Jamal,21.23 - 28.22,2,"#chill, #date-night, #dining, #social, #work-friendly"
The Coffee Bean & Tea Leaf,cafe,1.3330425,103.7745425,The Coffee Bean & Tea Leaf,"535 Clementi Road, Ngee Ann Polytechnic",,,BUKIT TIMAH,535 Clementi Road,24.69 - 33.90,1,"#bonding, #chill, #dining, #social, #work-friendly"
The Audacious Cakery,cafe,1.2774171,103.839582,,Everton Park,http://theaudaciouscakery.com/,+65 6223 3047,BUKIT MERAH,Everton Park,25.30 - 31.77,5,"#bonding, #chill, #dining, #family, #pet-friendly, #social"
Toast Box,cafe,1.3081278,103.8622322,Toast Box,French Road,,+65 6291 2016,KALLANG,French Road,12.69 - 22.36,2,"#chill, #dining, #social, #work-friendly"
Blk 851 Coffee Shop,cafe,1.3467079,103.6927317,,Jurong West Street 81,,,JURONG WEST,Jurong West Street 81,27.38 - 34.27,3,"#bonding, #chill, #date-night, #dining, #family, #work-friendly"
The Reading Room,cafe,1.2790186,103.8405488,,Bukit Pasoh Road,https://www.facebook.com/TheReadingRoom.com.sg,+65 6220 9019,OUTRAM,Bukit Pasoh Road,21.95 - 27.59,3,"#chill, #dining, #family, #pet-friendly"
One 2 Drink,cafe,1.310709,103.8607693,,Horne Road,,,KALLANG,Horne Road,13.09 - 19.71,3,"#bonding, #chill, #date-night, #dining, #work-friendly"
Chye Seng Huat Hardware,cafe,1.3115727,103.8603282,,Tyrwhitt Road,https://cshhcoffee.com/,+65 6396 0609,KALLANG,Tyrwhitt Road,19.26 - 27.39,1,"#chill, #dining, #family, #social, #work-friendly"
Toast Box,cafe,1.3341442,103.8895358,Toast Box,Tai Seng Street,,,HOUGANG,Tai Seng Street,20.54 - 27.44,5,"#chill, #dining, #family, #social, #work-friendly"
The Coffee Bean & Tea Leaf,cafe,1.3762151,103.9556357,The Coffee Bean & Tea Leaf,"1 Pasir Ris Close, E! Hub @Downtown East",,,PASIR RIS,1 Pasir Ris Close,15.91 - 22.13,5,"#bonding, #chill, #dining, #family, #work-friendly"
De Riya,cafe,1.3133782,103.8994784,,Joo Chiat Road,,6564405792,GEYLANG,Joo Chiat Road,25.47 - 34.15,1,"#bonding, #chill, #dining, #family, #pet-friendly, #work-friendly"
JC Coffee Houzz,cafe,1.3128264,103.9000546,,Joo Chiat Road,,,GEYLANG,Joo Chiat Road,26.16 - 32.85,2,"#bonding, #chill, #dining, #family, #work-friendly"
Samsim Vietnam Cafe,cafe,1.3110415,103.9013242,,Joo Chiat Road,,,GEYLANG,Joo Chiat Road,20.68 - 28.30,5,"#bonding, #chill, #date-night, #dining, #work-friendly"
Toast Box,cafe,1.2873392,103.8050829,Toast Box,"321 Alexandra Road, Alexandra Central",,,BUKIT MERAH,321 Alexandra Road,19.75 - 25.13,4,"#chill, #dining, #social"
Starbucks,cafe,1.2888107,103.8052495,Starbucks,"370 Alexandra Road, Anchorpoint Shopping Centre,",,,QUEENSTOWN,370 Alexandra Road,15.80 - 23.54,2,"#bonding, #chill, #dining, #family, #work-friendly"
Starbucks,cafe,1.3015253,103.8569123,Starbucks,North Bridge Road,,,DOWNTOWN CORE,North Bridge Road,21.23 - 29.66,1,"#chill, #date-night, #dining, #social"
The Coffee Bean & Tea Leaf,cafe,1.3395564,103.7070854,The Coffee Bean & Tea Leaf,Jurong West Central 2,,,JURONG WEST,Jurong West Central 2,28.75 - 37.38,1,"#chill, #dining, #family"
Starbucks,cafe,1.3054958,103.7877447,Starbucks,Rochester Park,https://www.starbucks.com/,+65 6684 8538,QUEENSTOWN,Rochester Park,23.51 - 32.10,5,"#chill, #dining, #family, #work-friendly"
Delifrance,cafe,1.3174393,103.7858139,,Holland Road,,,BUKIT TIMAH,Holland Road,22.00 - 30.86,5,"#bonding, #chill, #dining, #social, #work-friendly"
Jimmy Monkey Cafe & Bar,cafe,1.3018978,103.7902619,,One-North Gateway,https://www.jimmymonkey.com/,+65 6777 8470,QUEENSTOWN,One-North Gateway,12.37 - 18.70,2,"#bonding, #chill, #dining, #family, #work-friendly"
Coffee-Hugg,cafe,1.2795459,103.8472103,,McCallum Street,,,DOWNTOWN CORE,McCallum Street,12.84 - 21.20,3,"#chill, #dining, #family, #social, #work-friendly"
Sarnie's Cafe,cafe,1.2816102,103.8480052,,Telok Ayer Street,https://www.sarniescafe.com/,+65 6224 6091,OUTRAM,Telok Ayer Street,12.82 - 18.31,1,"#bonding, #chill, #dining, #family, #work-friendly"
Good Morning Nanyang Cafe,cafe,1.2836704,103.8437169,,Pagoda Street,,+65 9836 2891,OUTRAM,Pagoda Street,19.96 - 25.99,1,"#chill, #dining, #social"
Cafe3,cafe,1.2802624,103.840749,,Teo Hong Road,,+65 6224 9368,OUTRAM,Teo Hong Road,22.76 - 30.30,1,"#chill, #dining, #social, #work-friendly"
Eight Cafe & Bar,cafe,1.27877,103.8409466,,Bukit Pasoh Road,http://www.eightcafebar.com/,+65 6220 4513,OUTRAM,Bukit Pasoh Road,11.67 - 20.22,2,"#chill, #dining, #family, #social, #work-friendly"
Bread & Hearth Artisinal Bakery Cafe,cafe,1.279998,103.8416049,,Keong Saik Road,http://breadandhearth.com/,+65 6534 7800,OUTRAM,Keong Saik Road,27.82 - 35.57,2,"#chill, #dining, #social, #work-friendly"
The New Harbor Cafe And Bar,cafe,1.2778481,103.8435064,,Tanjong Pagar Road,,+65 6226 2657,OUTRAM,Tanjong Pagar Road,20.53 - 26.18,1,"#chill, #date-night, #dining, #family, #social, #work-friendly"
PS Cafe,cafe,1.2806518,103.8463297,,Ann Siang Road,https://www.pscafe.com/pscafe-at-ann-siang-hill-park/,+65 6222 3143,OUTRAM,Ann Siang Road,20.72 - 27.89,2,"#chill, #date-night, #dining, #family, #social"
Vanilla Bar and Cafe,cafe,1.2817131,103.8477241,,Boon Tat Street,http://www.vanillacafe.com.sg/,+65 6423 0366,OUTRAM,Boon Tat Street,29.70 - 38.56,5,"#chill, #date-night, #dining, #family, #work-friendly"
Café Insadong,cafe,1.2817757,103.8451344,,South Bridge Road,,+65 8533 2003,OUTRAM,South Bridge Road,12.53 - 18.84,5,"#bonding, #chill, #dining, #social, #work-friendly"
Tuxedo,cafe,1.2760366,103.8435529,,Gopeng Street,,,OUTRAM,Gopeng Street,15.06 - 24.82,1,"#chill, #dining, #pet-friendly, #work-friendly"
5 The Moments Cafe,cafe,1.278066,103.8438142,,Tanjong Pagar Road,http://www.5themoments.com/,+65 6222 5337,OUTRAM,Tanjong Pagar Road,18.47 - 24.94,2,"#chill, #dining, #family, #social"
Drury Lane,cafe,1.2782815,103.8435791,,Tanjong Pagar Road,http://www.drurylane.sg/,+65 6222 6698,OUTRAM,Tanjong Pagar Road,12.04 - 20.60,2,"#chill, #dining, #family, #social"
Yuen Yeung,cafe,1.2797635,103.8427965,,Neil Road,,,OUTRAM,Neil Road,15.99 - 21.28,2,"#chill, #date-night, #dining, #family, #work-friendly"
Qafe by Night,cafe,1.2795007,103.8440883,,Tanjong Pagar Road,,,OUTRAM,Tanjong Pagar Road,27.50 - 33.83,3,"#chill, #dining, #family, #social, #work-friendly"
Ardent's Cafe Bar,cafe,1.2796764,103.8423536,,Neil Road,,,OUTRAM,Neil Road,23.75 - 30.44,5,"#chill, #dining, #family, #pet-friendly, #work-friendly"
fieldnotes,cafe,1.2797824,103.8428436,,Neil Road,,+65 65399781,OUTRAM,Neil Road,29.55 - 35.99,4,"#bonding, #chill, #dining, #family, #social"
May Wong's Cafe,cafe,1.2797301,103.8423784,,Neil Road,https://www.homeofthebluespin.com/,+65 6423 9232,OUTRAM,Neil Road,14.44 - 19.93,4,"#chill, #dining, #social, #work-friendly"
ReStore,cafe,1.2776397,103.8433965,,Tanjong Pagar Road,http://restoreliving.blogspot.sg/,+65 6222 3510,OUTRAM,Tanjong Pagar Road,22.21 - 32.20,3,"#chill, #date-night, #dining, #family, #work-friendly"
KOI Thé,cafe,1.3072164,103.7901223,,North Buona Vista Road,,+65 6779 5643,QUEENSTOWN,North Buona Vista Road,12.77 - 20.39,2,"#chill, #dining"
Strangers' Reunion Waffles,cafe,1.2769715,103.8363345,,Kampong Bahru Road,https://www.facebook.com/StrangersReunion/,+65 6222 4869,BUKIT MERAH,Kampong Bahru Road,26.88 - 34.51,3,"#bonding, #chill, #dining, #family"
Artisan Boulangerie Co,cafe,1.2783661,103.8508048,,Marina View,https://artisanbakery.com.sg/,+65 6844 9907,DOWNTOWN CORE,Marina View,28.87 - 37.73,3,"#chill, #dining, #family"
Dimbulah (Market Street),cafe,1.2822928,103.8504676,,Market Street,https://dimbulahcoffee.com/,,DOWNTOWN CORE,Market Street,13.89 - 21.85,1,"#chill, #date-night, #dining, #family, #pet-friendly, #work-friendly"
Starbucks,cafe,1.2811501,103.8510261,Starbucks,Raffles Quay,https://www.starbucks.com.sg/,+65 6534 8041,DOWNTOWN CORE,Raffles Quay,24.18 - 33.98,5,"#bonding, #chill, #dining, #family, #social"
Starbucks,cafe,1.2781237,103.8504885,Starbucks,Marina View,https://www.starbucks.com.sg/,+65 6844 9880,DOWNTOWN CORE,Marina View,24.02 - 29.74,4,"#chill, #date-night, #dining, #work-friendly"
Baker & Cook,cafe,1.3363877,103.7681279,,Eng Kong Terrace,https://www.bakerandcook.biz/blogs/locations/coming-soon-1,+65 6219 3220,BUKIT TIMAH,Eng Kong Terrace,11.46 - 16.75,2,"#bonding, #chill, #date-night, #dining, #family, #pet-friendly, #social, #work-friendly"
Baker And Cook,cafe,1.3115635,103.7966535,,Jalan Merah Saga,,+65 6472 0998,BUKIT TIMAH,Jalan Merah Saga,21.74 - 28.34,4,"#chill, #dining, #family, #social, #work-friendly"
Toast Box,cafe,1.2793273,103.8509999,Toast Box,Marina View,https://www.toastbox.com.sg/,+65 6636 0435,DOWNTOWN CORE,Marina View,13.39 - 22.56,5,"#bonding, #chill, #dining, #family, #work-friendly"
baker & cook,cafe,1.3209325,103.9243106,,Swan Lake Avenue,https://www.bakerandcook.biz/,,BEDOK,Swan Lake Avenue,16.81 - 22.98,4,"#chill, #dining, #family"
Dutch Colony Coffee Co.,cafe,1.3142525,103.9195276,,Frankel Avenue,,,BEDOK,Frankel Avenue,22.98 - 32.18,3,"#bonding, #chill, #date-night, #dining, #family, #work-friendly"
Starbucks,cafe,1.3469027,103.6801219,Starbucks,Nanyang Drive,,,WESTERN WATER CATCHMENT,Nanyang Drive,18.18 - 26.57,1,"#chill, #dining, #family, #social, #work-friendly"
Geláre,cafe,1.3469695,103.680847,,Nanyang Avenue,,,WESTERN WATER CATCHMENT,Nanyang Avenue,22.20 - 30.70,2,"#chill, #dining, #work-friendly"
Coffee Faculty,cafe,1.3441917,103.6804846,,"50 Nanyang Avenue, Nanyang Technological University",,,WESTERN WATER CATCHMENT,50 Nanyang Avenue,17.52 - 26.12,1,"#chill, #dining, #family"
Fun Toast,cafe,1.3799401,103.7605089,,Woodlands Road,https://www.funtoast.com.sg/,+65 6612 1736,CHOA CHU KANG,Woodlands Road,14.91 - 21.06,4,"#bonding, #chill, #dining, #family, #social, #work-friendly"
Vernacular Coffee,cafe,1.3101303,103.881877,,Guillemard Road,,,GEYLANG,Guillemard Road,21.75 - 30.60,3,"#chill, #dining, #work-friendly"
